5.689254496246576309e-03,4.653275385499000549e-02,4.552960768342018127e-02,-4.200175032019615173e-02,1.171514391899108887e-02,-6.350725144147872925e-02,-5.211764480918645859e-03,-8.075282722711563110e-02,-2.017866633832454681e-02,-5.740463361144065857e-02
-8.889940567314624786e-03,1.081505697220563889e-02,3.367066383361816406e-03,4.834010824561119080e-02,-2.634279616177082062e-02,1.158714294433593750e-02,2.081681229174137115e-02,-3.236189112067222595e-02,1.500672777183353901e-03,-6.520748883485794067e-02
2.136046811938285828e-02,-1.761898584663867950e-02,6.856613606214523315e-02,5.259238556027412415e-02,1.832451485097408295e-02,2.142317779362201691e-02,3.332592919468879700e-02,-3.089402057230472565e-02,9.191018529236316681e-03,3.230303153395652771e-02
7.589995115995407104e-02,3.893685340881347656e-02,8.340866118669509888e-02,1.855309866368770599e-02,7.944376021623611450e-02,6.090424582362174988e-02,-5.037300661206245422e-02,2.063151262700557709e-02,4.279397055506706238e-02,7.626070827245712280e-02
4.760310426354408264e-02,8.405090123414993286e-02,6.755427271127700806e-02,1.456482242792844772e-02,-4.210301116108894348e-02,-7.920011132955551147e-02,-8.691047877073287964e-02,-8.618558943271636963e-02,-6.718589458614587784e-03,-2.181112580001354218e-02
2.732921577990055084e-02,-2.836622297763824463e-03,-5.944013968110084534e-02,4.555620625615119934e-02,6.746156606823205948e-03,-3.782759606838226318e-02,6.742282304912805557e-03,3.371514007449150085e-02,8.237063139677047729e-02,-3.599834442138671875e-02
5.246959999203681946e-02,-8.371968567371368408e-02,7.903461903333663940e-02,-5.135968700051307678e-02,5.110248550772666931e-02,-4.569543991237878799e-03,7.655122876167297363e-02,5.337648466229438782e-02,-8.101940900087356567e-02,-9.927377104759216309e-03
-2.280119620263576508e-02,-6.738693267107009888e-02,6.380409747362136841e-02,5.801394954323768616e-02,-1.321977097541093826e-02,-4.136761277914047241e-02,-2.114226482808589935e-02,-6.316810846328735352e-02,-2.011071890592575073e-02,8.151472359895706177e-02
-4.280492290854454041e-02,-6.025478616356849670e-02,-1.764625124633312225e-02,-5.199261382222175598e-02,-6.524591892957687378e-02,6.141856685280799866e-02,-2.183285914361476898e-02,-6.731475144624710083e-02,-5.003967788070440292e-03,-6.961827725172042847e-02
3.385796770453453064e-02,7.632792741060256958e-02,-2.808738686144351959e-02,5.817190185189247131e-02,-4.697426781058311462e-02,-1.326704490929841995e-02,-2.269070781767368317e-02,8.138180524110794067e-02,5.715205892920494080e-02,-5.914724990725517273e-02
